system,state_index,active_index,davidson_iteration,preconditioner_call,residual_norm,raw_epsilon,corrected_epsilon,zero_shift_fallback,target,eigenvalue_real,eigenvalue_imag,magnitude,damping_factor,ritz_residual,krylov_dim,seed,commit,dtype,device
MAPbI3.cif,636,636,5,3,0.5358311413662872,0.0953690696681802,0.0666575684623904,False,largest_magnitude,1.4534987268046007,0.0,1.4534987268046007,1.2267493634023003,0.00022687258973418475,60,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
MAPbI3.cif,636,636,5,3,0.5358311413662872,0.0953690696681802,0.0666575684623904,False,most_negative,-0.2855951791256571,0.0,0.2855951791256571,0.3572024104371715,0.0001602931398725084,60,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
MAPbI3.cif,636,636,5,3,0.5358311413662872,0.0953690696681802,0.0666575684623904,False,most_positive,1.4534987268046007,0.0,1.4534987268046007,1.2267493634023003,0.00022687258973418475,60,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
MAPbI3.cif,636,636,5,3,0.5358311413662872,0.0953690696681802,0.0666575684623904,False,largest_magnitude,1.453422709601476,0.0,1.453422709601476,1.226711354800738,0.00015155473588780513,20,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
MAPbI3.cif,636,636,5,3,0.5358311413662872,0.0953690696681802,0.0666575684623904,False,most_negative,-0.28457680253031187,0.0,0.28457680253031187,0.35771159873484404,0.009175253643251172,20,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
MAPbI3.cif,636,636,5,3,0.5358311413662872,0.0953690696681802,0.0666575684623904,False,most_positive,1.453422709601476,0.0,1.453422709601476,1.226711354800738,0.00015155473588780513,20,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
MAPbI3.cif,636,636,5,3,0.5358311413662872,0.0953690696681802,0.0666575684623904,False,largest_magnitude,1.4534870725922115,0.0,1.4534870725922115,1.2267435362961057,0.0003331308009571788,40,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
MAPbI3.cif,636,636,5,3,0.5358311413662872,0.0953690696681802,0.0666575684623904,False,most_negative,-0.28551750300494144,0.0,0.28551750300494144,0.35724124849752925,0.0006901813155040811,40,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
MAPbI3.cif,636,636,5,3,0.5358311413662872,0.0953690696681802,0.0666575684623904,False,most_positive,1.4534870725922115,0.0,1.4534870725922115,1.2267435362961057,0.0003331308009571788,40,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
MAPbI3.cif,636,636,5,3,0.5358311413662872,0.0953690696681802,0.0666575684623904,False,largest_magnitude,1.453501336853903,0.0,1.453501336853903,1.2267506684269516,0.000263398398843153,60,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
MAPbI3.cif,636,636,5,3,0.5358311413662872,0.0953690696681802,0.0666575684623904,False,most_negative,-0.2856023896178756,0.0,0.2856023896178756,0.3571988051910622,0.00012741860594683429,60,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
MAPbI3.cif,636,636,5,3,0.5358311413662872,0.0953690696681802,0.0666575684623904,False,most_positive,1.453501336853903,0.0,1.453501336853903,1.2267506684269516,0.000263398398843153,60,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
water_cluster_128.xyz,482,482,5,3,0.6719840763462372,-0.2631155811039245,-0.3082718409902151,False,largest_magnitude,1.5987824072788823,0.0,1.5987824072788823,1.2993912036394413,0.01049704505632944,20,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
water_cluster_128.xyz,482,482,5,3,0.6719840763462372,-0.2631155811039245,-0.3082718409902151,False,most_negative,-0.7801733454317489,0.0,0.7801733454317489,0.10991332728412556,0.05205922058752599,20,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
water_cluster_128.xyz,482,482,5,3,0.6719840763462372,-0.2631155811039245,-0.3082718409902151,False,most_positive,1.5987824072788823,0.0,1.5987824072788823,1.2993912036394413,0.01049704505632944,20,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
water_cluster_128.xyz,482,482,5,3,0.6719840763462372,-0.2631155811039245,-0.3082718409902151,False,largest_magnitude,1.6031091951375882,0.0,1.6031091951375882,1.301554597568794,0.010753377316545881,40,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
water_cluster_128.xyz,482,482,5,3,0.6719840763462372,-0.2631155811039245,-0.3082718409902151,False,most_negative,-0.7917235503084261,0.0,0.7917235503084261,0.10413822484578694,0.0005358507311632734,40,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
water_cluster_128.xyz,482,482,5,3,0.6719840763462372,-0.2631155811039245,-0.3082718409902151,False,most_positive,1.6031091951375882,0.0,1.6031091951375882,1.301554597568794,0.010753377316545881,40,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
water_cluster_128.xyz,482,482,5,3,0.6719840763462372,-0.2631155811039245,-0.3082718409902151,False,largest_magnitude,1.6036448383938924,0.0,1.6036448383938924,1.301822419196946,0.0008990308066279189,60,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
water_cluster_128.xyz,482,482,5,3,0.6719840763462372,-0.2631155811039245,-0.3082718409902151,False,most_negative,-0.7917252703929392,0.0,0.7917252703929392,0.10413736480353042,5.3164384683703716e-05,60,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
water_cluster_128.xyz,482,482,5,3,0.6719840763462372,-0.2631155811039245,-0.3082718409902151,False,most_positive,1.6036448383938924,0.0,1.6036448383938924,1.301822419196946,0.0008990308066279189,60,0,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
water_cluster_128.xyz,482,482,5,3,0.6719840763462372,-0.2631155811039245,-0.3082718409902151,False,largest_magnitude,1.5963219022218225,0.0,1.5963219022218225,1.2981609511109111,0.01889713934023133,20,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
water_cluster_128.xyz,482,482,5,3,0.6719840763462372,-0.2631155811039245,-0.3082718409902151,False,most_negative,-0.7846945390325191,0.0,0.7846945390325191,0.10765273048374047,0.04371919031596611,20,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
water_cluster_128.xyz,482,482,5,3,0.6719840763462372,-0.2631155811039245,-0.3082718409902151,False,most_positive,1.5963219022218225,0.0,1.5963219022218225,1.2981609511109111,0.01889713934023133,20,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
water_cluster_128.xyz,482,482,5,3,0.6719840763462372,-0.2631155811039245,-0.3082718409902151,False,largest_magnitude,1.603546269119666,0.0,1.603546269119666,1.301773134559833,0.0049237608940912655,40,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
water_cluster_128.xyz,482,482,5,3,0.6719840763462372,-0.2631155811039245,-0.3082718409902151,False,most_negative,-0.791734390821333,0.0,0.791734390821333,0.1041328045893335,0.0004099050445453288,40,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
water_cluster_128.xyz,482,482,5,3,0.6719840763462372,-0.2631155811039245,-0.3082718409902151,False,most_positive,1.603546269119666,0.0,1.603546269119666,1.301773134559833,0.0049237608940912655,40,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
water_cluster_128.xyz,482,482,5,3,0.6719840763462372,-0.2631155811039245,-0.3082718409902151,False,largest_magnitude,1.6036502532723684,0.0,1.6036502532723684,1.3018251266361842,0.00048369259175553474,60,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
water_cluster_128.xyz,482,482,5,3,0.6719840763462372,-0.2631155811039245,-0.3082718409902151,False,most_negative,-0.7917363055581275,0.0,0.7917363055581275,0.10413184722093627,0.00014055151585049428,60,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
water_cluster_128.xyz,482,482,5,3,0.6719840763462372,-0.2631155811039245,-0.3082718409902151,False,most_positive,1.6036502532723684,0.0,1.6036502532723684,1.3018251266361842,0.00048369259175553474,60,1,765711d0afc1561e55721eddca68a37cbbeeb54f,torch.float64,cpu
